name,measure,rarefied,value
ONR-87,Richness,Rarefied,6.999999084183667
ONR-87,Shannon,Rarefied,1.1645817898391373
ONR-87,Faith PD,Rarefied,2.3137039450302757
ONR-88,Richness,Raw,2
ONR-88,Shannon,Raw,0.692438838939442
ONR-88,Faith PD,Raw,1.1916188583332352
ONR-88,Richness,Rarefied,NA
ONR-88,Shannon,Rarefied,NA
ONR-88,Faith PD,Rarefied,NA
ONR-89,Richness,Raw,3
ONR-89,Shannon,Raw,1.0540122591096526
ONR-89,Faith PD,Raw,0.9326566135549638
ONR-89,Richness,Rarefied,3
ONR-89,Shannon,Rarefied,1.0569196608497844
ONR-89,Faith PD,Rarefied,0.9326566135549638
ONR-90,Richness,Raw,7
ONR-90,Shannon,Raw,1.6181577684199284
ONR-90,Faith PD,Raw,2.1431180164608765
ONR-90,Richness,Rarefied,6.999999999999998
ONR-90,Shannon,Rarefied,1.6005919328454095
ONR-90,Faith PD,Rarefied,2.1431180164608765
ONR-91,Richness,Raw,8
ONR-91,Shannon,Raw,1.4218839787139368
ONR-91,Faith PD,Raw,2.1945777962995554
ONR-91,Richness,Rarefied,7.999999695551928
ONR-91,Shannon,Rarefied,1.387441210257517
ONR-91,Faith PD,Rarefied,2.1945777962995554
ONR-92,Richness,Raw,1
ONR-92,Shannon,Raw,0
ONR-92,Faith PD,Raw,0.9649309525667826
ONR-92,Richness,Rarefied,NA
ONR-92,Shannon,Rarefied,NA
ONR-92,Faith PD,Rarefied,NA
ONR-93,Richness,Raw,9
ONR-93,Shannon,Raw,2.100636662830076
ONR-93,Faith PD,Raw,2.561118047717146
ONR-93,Richness,Rarefied,9
ONR-93,Shannon,Rarefied,2.0845584118264644
ONR-93,Faith PD,Rarefied,2.561118047717146
ONR-94,Richness,Raw,4
ONR-94,Shannon,Raw,0.6411288088256114
ONR-94,Faith PD,Raw,1.3762146850944208
ONR-94,Richness,Rarefied,3.999999672338183
ONR-94,Shannon,Rarefied,0.6536555479511691
ONR-94,Faith PD,Rarefied,1.3762146850944208
ONR-95,Richness,Raw,5
ONR-95,Shannon,Raw,1.3519121399507619
ONR-95,Faith PD,Raw,1.7737061847959354
ONR-95,Richness,Rarefied,5
ONR-95,Shannon,Rarefied,1.3299021503700577
ONR-95,Faith PD,Rarefied,1.7737061847959354
ONR-96,Richness,Raw,14
ONR-96,Shannon,Raw,1.3736240363522385
ONR-96,Faith PD,Raw,4.24829558516646
ONR-96,Richness,Rarefied,13.932370957963151
ONR-96,Shannon,Rarefied,1.3729294238778538
ONR-96,Faith PD,Rarefied,4.24829558516646
ONR-97,Richness,Raw,6
ONR-97,Shannon,Raw,1.593587135570844
ONR-97,Faith PD,Raw,1.6471150249951056
ONR-97,Richness,Rarefied,6
ONR-97,Shannon,Rarefied,1.5943776557165315
ONR-97,Faith PD,Rarefied,1.6471150249951056
ONR-98,Richness,Raw,5
ONR-98,Shannon,Raw,1.1057736005653067
ONR-98,Faith PD,Raw,2.278213009608013
ONR-98,Richness,Rarefied,5
ONR-98,Shannon,Rarefied,1.1473089142957138
ONR-98,Faith PD,Rarefied,2.278213009608013
ONR-99,Richness,Raw,4
ONR-99,Shannon,Raw,0.7109060335866737
ONR-99,Faith PD,Raw,1.8336591579892034
ONR-99,Richness,Rarefied,3.999999990892428
ONR-99,Shannon,Rarefied,0.6862392378306575
ONR-99,Faith PD,Rarefied,1.8336591579892034
ONR-100,Richness,Raw,14
ONR-100,Shannon,Raw,1.99842902523018
ONR-100,Faith PD,Raw,2.800934119065972
ONR-100,Richness,Rarefied,13.999896537782618
ONR-100,Shannon,Rarefied,1.9474110401911782
ONR-100,Faith PD,Rarefied,2.800934119065972
ONR-101,Richness,Raw,0
ONR-101,Shannon,Raw,0
ONR-101,Faith PD,Raw,0
ONR-101,Richness,Rarefied,NA
ONR-101,Shannon,Rarefied,NA
ONR-101,Faith PD,Rarefied,NA
ONR-102,Richness,Raw,15
ONR-102,Shannon,Raw,1.4139794578424174
ONR-102,Faith PD,Raw,2.9425795278712767
ONR-102,Richness,Rarefied,14.190078404784462
ONR-102,Shannon,Rarefied,1.4359206264728661
ONR-102,Faith PD,Rarefied,2.6242868086918785
ONR-103,Richness,Raw,6
ONR-103,Shannon,Raw,1.2456714401024718
ONR-103,Faith PD,Raw,2.2969011055205737
ONR-103,Richness,Rarefied,5.630270366580377
ONR-103,Shannon,Rarefied,1.2624492548207622
ONR-103,Faith PD,Rarefied,2.0401415103242786
ONR-104,Richness,Raw,0
ONR-104,Shannon,Raw,0
ONR-104,Faith PD,Raw,0
ONR-104,Richness,Rarefied,NA
ONR-104,Shannon,Rarefied,NA
ONR-104,Faith PD,Rarefied,NA
ONR-105,Richness,Raw,0
ONR-105,Shannon,Raw,0
ONR-105,Faith PD,Raw,0
ONR-105,Richness,Rarefied,NA
ONR-105,Shannon,Rarefied,NA
ONR-105,Faith PD,Rarefied,NA
ONR-106,Richness,Raw,9
ONR-106,Shannon,Raw,1.6638749992152688
ONR-106,Faith PD,Raw,3.540597627879252
ONR-106,Richness,Rarefied,7.283016279537156
ONR-106,Shannon,Rarefied,1.655142886316071
ONR-106,Faith PD,Rarefied,2.7982434216172694
ONR-107,Richness,Raw,5
ONR-107,Shannon,Raw,1.2263379635969476
ONR-107,Faith PD,Raw,1.7455580954716703
ONR-107,Richness,Rarefied,5
ONR-107,Shannon,Rarefied,1.2259564010025703
ONR-107,Faith PD,Rarefied,1.7455580954716703
ONR-108,Richness,Raw,13
ONR-108,Shannon,Raw,1.247303349179041
ONR-108,Faith PD,Raw,3.3108855726954474
ONR-108,Richness,Rarefied,11.898275321770736
ONR-108,Shannon,Rarefied,1.2331757474723206
ONR-108,Faith PD,Rarefied,3.244190205311339
ONR-109,Richness,Raw,6
ONR-109,Shannon,Raw,1.4747398191072412
ONR-109,Faith PD,Raw,2.4919213518906993
ONR-109,Richness,Rarefied,5.999999998858096
ONR-109,Shannon,Rarefied,1.3976027063331413
ONR-109,Faith PD,Rarefied,2.4919213518906993
ONR-110,Richness,Raw,7
ONR-110,Shannon,Raw,1.6242221747908214
ONR-110,Faith PD,Raw,2.524115307429889
ONR-110,Richness,Rarefied,7
ONR-110,Shannon,Rarefied,1.6468812012431062
ONR-110,Faith PD,Rarefied,2.524115307429889
ONR-111,Richness,Raw,0
ONR-111,Shannon,Raw,0
ONR-111,Faith PD,Raw,0
ONR-111,Richness,Rarefied,NA
ONR-111,Shannon,Rarefied,NA
ONR-111,Faith PD,Rarefied,NA
ONR-112,Richness,Raw,1
ONR-112,Shannon,Raw,0
ONR-112,Faith PD,Raw,1.05432804223054
ONR-112,Richness,Rarefied,NA
ONR-112,Shannon,Rarefied,NA
ONR-112,Faith PD,Rarefied,NA
ONR-113,Richness,Raw,13
ONR-113,Shannon,Raw,1.3068834350624758
ONR-113,Faith PD,Raw,3.4556716082017003
ONR-113,Richness,Rarefied,12.612504077090069
ONR-113,Shannon,Rarefied,1.272175777273275
ONR-113,Faith PD,Rarefied,3.4556716082017003
ONR-114,Richness,Raw,1
ONR-114,Shannon,Raw,0
ONR-114,Faith PD,Raw,0.9978836155368636
ONR-114,Richness,Rarefied,NA
ONR-114,Shannon,Rarefied,NA
ONR-114,Faith PD,Rarefied,NA
ONR-115,Richness,Raw,12
ONR-115,Shannon,Raw,1.293860800286209
ONR-115,Faith PD,Raw,3.4781776374208526
ONR-115,Richness,Rarefied,11.19377655166615
ONR-115,Shannon,Rarefied,1.2389883872216387
ONR-115,Faith PD,Rarefied,3.4781776374208526
ONR-116,Richness,Raw,3
ONR-116,Shannon,Raw,0.37906105079014873
ONR-116,Faith PD,Raw,1.0878313090137133
ONR-116,Richness,Rarefied,2.9999999999991425
ONR-116,Shannon,Rarefied,0.3992693012103215
ONR-116,Faith PD,Rarefied,1.0878313090137133
ONR-117,Richness,Raw,1
ONR-117,Shannon,Raw,0
ONR-117,Faith PD,Raw,0.8304656714680689
ONR-117,Richness,Rarefied,NA
ONR-117,Shannon,Rarefied,NA
ONR-117,Faith PD,Rarefied,NA
ONR-118,Richness,Raw,4
ONR-118,Shannon,Raw,0.642686542508171
ONR-118,Faith PD,Raw,1.879578200472792
ONR-118,Richness,Rarefied,3.9999885917445095
ONR-118,Shannon,Rarefied,0.6359287994229166
ONR-118,Faith PD,Rarefied,1.879578200472792
ONR-119,Richness,Raw,8
ONR-119,Shannon,Raw,1.0873196740404778
ONR-119,Faith PD,Raw,2.402806429983663
ONR-119,Richness,Rarefied,7.116752384692303
ONR-119,Shannon,Rarefied,1.1028705108255057
ONR-119,Faith PD,Rarefied,2.402806429983663
ONR-120,Richness,Raw,22
ONR-120,Shannon,Raw,1.1817253751422354
ONR-120,Faith PD,Raw,5.665795886235731
ONR-120,Richness,Rarefied,19.43044944065055
ONR-120,Shannon,Rarefied,1.2002191674348563
ONR-120,Faith PD,Rarefied,5.142381911674645
ONR-121,Richness,Raw,16
ONR-121,Shannon,Raw,1.0763306195113667
ONR-121,Faith PD,Raw,4.4721256415276915
ONR-121,Richness,Rarefied,12.824698353884603
ONR-121,Shannon,Rarefied,1.0972477102968108
ONR-121,Faith PD,Rarefied,2.9565638773957645
ONR-122,Richness,Raw,1
ONR-122,Shannon,Raw,0
ONR-122,Faith PD,Raw,1.010347746597384
ONR-122,Richness,Rarefied,NA
ONR-122,Shannon,Rarefied,NA
ONR-122,Faith PD,Rarefied,NA
ONR-123,Richness,Raw,3
ONR-123,Shannon,Raw,0.41863382545352235
ONR-123,Faith PD,Raw,1.4089912644133085
ONR-123,Richness,Rarefied,2.9131224680398726
ONR-123,Shannon,Rarefied,0.4487468071440835
ONR-123,Faith PD,Rarefied,1.4089912644133085
ONR-124,Richness,Raw,6
ONR-124,Shannon,Raw,1.198717192222538
ONR-124,Faith PD,Raw,1.3735592459275356
ONR-124,Richness,Rarefied,5.999999999986085
ONR-124,Shannon,Rarefied,1.2005299058474814
ONR-124,Faith PD,Rarefied,1.3735592459275356
ONR-125,Richness,Raw,16
ONR-125,Shannon,Raw,1.2211433334069322
ONR-125,Faith PD,Raw,3.5640823808380633
ONR-125,Richness,Rarefied,14.41938465296793
ONR-125,Shannon,Rarefied,1.3029608025830575
ONR-125,Faith PD,Rarefied,3.395025324502936
ONR-126,Richness,Raw,14
ONR-126,Shannon,Raw,1.3445904162984563
ONR-126,Faith PD,Raw,3.662226327531534
ONR-126,Richness,Rarefied,13.873957875075066
ONR-126,Shannon,Rarefied,1.2944811979845376
ONR-126,Faith PD,Rarefied,3.662226327531534
ONR-127,Richness,Raw,9
ONR-127,Shannon,Raw,0.9698397462401295
ONR-127,Faith PD,Raw,2.1295965674642803
ONR-127,Richness,Rarefied,8.995935121598214
ONR-127,Shannon,Rarefied,1.06174751709328
ONR-127,Faith PD,Rarefied,2.1295965674642803
ONR-128,Richness,Raw,7
ONR-128,Shannon,Raw,0.9802280402210887
ONR-128,Faith PD,Raw,2.0463471245961227
ONR-128,Richness,Rarefied,6.963745034659714
ONR-128,Shannon,Rarefied,1.0134134508576365
ONR-128,Faith PD,Rarefied,2.0463471245961227
ONR-129,Richness,Raw,9
ONR-129,Shannon,Raw,1.4737895374167644
ONR-129,Faith PD,Raw,2.8575504417005453
ONR-129,Richness,Rarefied,8.731488422017465
ONR-129,Shannon,Rarefied,1.4444837186926909
ONR-129,Faith PD,Rarefied,2.8575504417005453
ONR-130,Richness,Raw,12
ONR-130,Shannon,Raw,1.7040131237949598
ONR-130,Faith PD,Raw,3.217639047757734
ONR-130,Richness,Rarefied,11.999650417080083
ONR-130,Shannon,Rarefied,1.7227027895880864
ONR-130,Faith PD,Rarefied,3.217639047757734
ONR-131,Richness,Raw,3
ONR-131,Shannon,Raw,0.9881110893665612
ONR-131,Faith PD,Raw,0.9228211036639085
ONR-131,Richness,Rarefied,3
ONR-131,Shannon,Rarefied,0.984035430742849
ONR-131,Faith PD,Rarefied,0.9228211036639085
ONR-132,Richness,Raw,26
ONR-132,Shannon,Raw,1.7777144272468741
ONR-132,Faith PD,Raw,7.1340985516811735
ONR-132,Richness,Rarefied,23.907202628331667
ONR-132,Shannon,Rarefied,1.7143008403795443
ONR-132,Faith PD,Rarefied,6.811656191193251
ONR-133,Richness,Raw,6
ONR-133,Shannon,Raw,1.2794899860772262
ONR-133,Faith PD,Raw,2.293020267433832
ONR-133,Richness,Rarefied,5.999913270293684
ONR-133,Shannon,Rarefied,1.2819158224750342
ONR-133,Faith PD,Rarefied,2.293020267433832
ONR-134,Richness,Raw,7
ONR-134,Shannon,Raw,1.2812579272375912
ONR-134,Faith PD,Raw,2.0610125339650347
ONR-134,Richness,Rarefied,6.999997221432428
ONR-134,Shannon,Rarefied,1.3087170772378638
ONR-134,Faith PD,Rarefied,2.0610125339650347
ONR-135,Richness,Raw,11
ONR-135,Shannon,Raw,1.6504664132383966
ONR-135,Faith PD,Raw,5.011334125396902
ONR-135,Richness,Rarefied,10.843438022951833
ONR-135,Shannon,Rarefied,1.5955630386104698
ONR-135,Faith PD,Rarefied,5.011334125396902
ONR-136,Richness,Raw,10
ONR-136,Shannon,Raw,1.4823124891907202
ONR-136,Faith PD,Raw,2.7357172229789146
ONR-136,Richness,Rarefied,9.62800976831061
ONR-136,Shannon,Rarefied,1.4585471374277037
ONR-136,Faith PD,Rarefied,2.7357172229789146
ONR-137,Richness,Raw,13
ONR-137,Shannon,Raw,2.033473441110474
ONR-137,Faith PD,Raw,3.8329920665546062
ONR-137,Richness,Rarefied,12.931325528554101
ONR-137,Shannon,Rarefied,2.0517507819230842
ONR-137,Faith PD,Rarefied,3.8329920665546062
ONR-138,Richness,Raw,4
ONR-138,Shannon,Raw,1.1198191698658868
ONR-138,Faith PD,Raw,1.2850893464072661
ONR-138,Richness,Rarefied,4
ONR-138,Shannon,Rarefied,1.1254295551795082
ONR-138,Faith PD,Rarefied,1.2850893464072661
ONR-139,Richness,Raw,28
ONR-139,Shannon,Raw,2.338511723937062
ONR-139,Faith PD,Raw,5.649362685599727
ONR-139,Richness,Rarefied,25.536686508932366
ONR-139,Shannon,Rarefied,2.331627271417289
ONR-139,Faith PD,Rarefied,5.11748382840905
ONR-140,Richness,Raw,2
ONR-140,Shannon,Raw,0.690410012460449
ONR-140,Faith PD,Raw,0.10021560960413063
ONR-140,Richness,Rarefied,2
ONR-140,Shannon,Rarefied,0.6929051610348317
ONR-140,Faith PD,Rarefied,0.10021560960413063
ONR-141,Richness,Raw,13
ONR-141,Shannon,Raw,0.5463433164508132
ONR-141,Faith PD,Raw,2.935948844775817
ONR-141,Richness,Rarefied,11.895217992309055
ONR-141,Shannon,Rarefied,0.5988327661469034
ONR-141,Faith PD,Rarefied,2.935948844775817
ONR-142,Richness,Raw,12
ONR-142,Shannon,Raw,1.9227755887071858
ONR-142,Faith PD,Raw,3.286192116066034
ONR-142,Richness,Rarefied,11.231819027085235
ONR-142,Shannon,Rarefied,1.8858448889842285
ONR-142,Faith PD,Rarefied,2.5713189068853115
ONR-143,Richness,Raw,11
ONR-143,Shannon,Raw,0.9180579050528965
ONR-143,Faith PD,Raw,4.395238481097143
ONR-143,Richness,Rarefied,10.479759332060063
ONR-143,Shannon,Rarefied,0.9166102652388699
ONR-143,Faith PD,Rarefied,4.244686893718592
ONR-144,Richness,Raw,1
ONR-144,Shannon,Raw,0
ONR-144,Faith PD,Raw,0.6736069255873549
ONR-144,Richness,Rarefied,1
ONR-144,Shannon,Rarefied,0
ONR-144,Faith PD,Rarefied,0.6736069255873549
ONR-145,Richness,Raw,1
ONR-145,Shannon,Raw,0
ONR-145,Faith PD,Raw,0.9978836155368636
ONR-145,Richness,Rarefied,NA
ONR-145,Shannon,Rarefied,NA
ONR-145,Faith PD,Rarefied,NA
ONR-146,Richness,Raw,18
ONR-146,Shannon,Raw,0.577516103097786
ONR-146,Faith PD,Raw,5.049131845367303
ONR-146,Richness,Rarefied,10.787214618591547
ONR-146,Shannon,Rarefied,0.5344909800719229
ONR-146,Faith PD,Rarefied,3.424785448683324
ONR-147,Richness,Raw,17
ONR-147,Shannon,Raw,1.0809068871877285
ONR-147,Faith PD,Raw,4.541389608398571
ONR-147,Richness,Rarefied,15.83850879194785
ONR-147,Shannon,Rarefied,0.95272698134620315
ONR-147,Faith PD,Rarefied,3.941656067585784
ONR-148,Richness,Raw,6
ONR-148,Shannon,Raw,1.1401628325480757
ONR-148,Faith PD,Raw,2.792103585874983
ONR-148,Richness,Rarefied,6
ONR-148,Shannon,Rarefied,1.0970476775972184
ONR-148,Faith PD,Rarefied,2.792103585874983
ONR-149,Richness,Raw,15
ONR-149,Shannon,Raw,1.5874259039384762
ONR-149,Faith PD,Raw,4.181424974244644
ONR-149,Richness,Rarefied,13.384366887161754
ONR-149,Shannon,Rarefied,1.5105855233446115
ONR-149,Faith PD,Rarefied,2.9784993619199946
ONR-150,Richness,Raw,9
ONR-150,Shannon,Raw,1.5808533718460078
ONR-150,Faith PD,Raw,2.4912680642070923
ONR-150,Richness,Rarefied,8.999815859924972
ONR-150,Shannon,Rarefied,1.5928443728687887
ONR-150,Faith PD,Rarefied,2.4912680642070923
ONR-151,Richness,Raw,6
ONR-151,Shannon,Raw,1.6489515155467602
ONR-151,Faith PD,Raw,1.9348080256478049
ONR-151,Richness,Rarefied,6
ONR-151,Shannon,Rarefied,1.636516487394311
ONR-151,Faith PD,Rarefied,1.9348080256478049
ONR-152,Richness,Raw,14
ONR-152,Shannon,Raw,1.803125184023202
ONR-152,Faith PD,Raw,3.900066328409073
ONR-152,Richness,Rarefied,13.9984645747679
ONR-152,Shannon,Rarefied,1.8022993068619466
ONR-152,Faith PD,Rarefied,3.900066328409073
ONR-153,Richness,Raw,4
ONR-153,Shannon,Raw,1.187677647215223
ONR-153,Faith PD,Raw,1.6610457727686625
ONR-153,Richness,Rarefied,4
ONR-153,Shannon,Rarefied,1.192726247807825
ONR-153,Faith PD,Rarefied,1.6610457727686625
ONR-154,Richness,Raw,9
ONR-154,Shannon,Raw,0.9156605274169874
ONR-154,Faith PD,Raw,2.430541256246559
ONR-154,Richness,Rarefied,8.971378706077507
ONR-154,Shannon,Rarefied,0.9017166850385425
ONR-154,Faith PD,Rarefied,2.430541256246559
ONR-155,Richness,Raw,7
ONR-155,Shannon,Raw,1.5327311063649927
ONR-155,Faith PD,Raw,2.1959727230378494
ONR-155,Richness,Rarefied,7
ONR-155,Shannon,Rarefied,1.5369205671447776
ONR-155,Faith PD,Rarefied,2.1959727230378494
ONR-156,Richness,Raw,16
ONR-156,Shannon,Raw,1.5382718635548032
ONR-156,Faith PD,Raw,3.3976620954386805
ONR-156,Richness,Rarefied,15.359186113546249
ONR-156,Shannon,Rarefied,1.592035438883307
ONR-156,Faith PD,Rarefied,3.3976620954386805
ONR-157,Richness,Raw,9
ONR-157,Shannon,Raw,1.8635721141156836
ONR-157,Faith PD,Raw,3.328718356643802
ONR-157,Richness,Rarefied,8.999999999851402
ONR-157,Shannon,Rarefied,1.8666619332832386
ONR-157,Faith PD,Rarefied,3.328718356643802
ONR-158,Richness,Raw,9
ONR-158,Shannon,Raw,1.7762795175625734
ONR-158,Faith PD,Raw,2.15889027391128
ONR-158,Richness,Rarefied,8.999999935914728
ONR-158,Shannon,Rarefied,1.786343159376639
ONR-158,Faith PD,Rarefied,2.15889027391128
ONR-159,Richness,Raw,9
ONR-159,Shannon,Raw,1.8225730096840722
ONR-159,Faith PD,Raw,2.245888320004321
ONR-159,Richness,Rarefied,8.999999998348883
ONR-159,Shannon,Rarefied,1.7930753605378393
ONR-159,Faith PD,Rarefied,2.245888320004321
ONR-160,Richness,Raw,2
ONR-160,Shannon,Raw,0.08852680286484937
ONR-160,Faith PD,Raw,1.1362655192243318
ONR-160,Richness,Rarefied,NA
ONR-160,Shannon,Rarefied,NA
ONR-160,Faith PD,Rarefied,NA
ONR-161,Richness,Raw,7
ONR-161,Shannon,Raw,0.7027238386723876
ONR-161,Faith PD,Raw,2.176233080740311
ONR-161,Richness,Rarefied,6.998668218189118
ONR-161,Shannon,Rarefied,0.7410828893191627
ONR-161,Faith PD,Rarefied,2.176233080740311
ONR-162,Richness,Raw,4
ONR-162,Shannon,Raw,1.1750650468407036
ONR-162,Faith PD,Raw,1.6830398193688696
ONR-162,Richness,Rarefied,NA
ONR-162,Shannon,Rarefied,NA
ONR-162,Faith PD,Rarefied,NA
ONR-163,Richness,Raw,4
ONR-163,Shannon,Raw,1.0601066210373733
ONR-163,Faith PD,Raw,1.5970238868434823
ONR-163,Richness,Rarefied,3.991951363483886
ONR-163,Shannon,Rarefied,1.0567440903234222
ONR-163,Faith PD,Rarefied,1.5970238868434823
ONR-164,Richness,Raw,7
ONR-164,Shannon,Raw,1.0730669168117026
ONR-164,Faith PD,Raw,1.5977330691802454
ONR-164,Richness,Rarefied,6.999999999054507
ONR-164,Shannon,Rarefied,1.0022008832828238
ONR-164,Faith PD,Rarefied,1.5977330691802454
ONR-165,Richness,Raw,5
ONR-165,Shannon,Raw,1.2559006977771172
ONR-165,Faith PD,Raw,2.040740143916236
ONR-165,Richness,Rarefied,4.999999999999968
ONR-165,Shannon,Rarefied,1.2367477999619978
ONR-165,Faith PD,Rarefied,2.040740143916236
ONR-166,Richness,Raw,1
ONR-166,Shannon,Raw,0
ONR-166,Faith PD,Raw,0.18107237035246854
ONR-166,Richness,Rarefied,NA
ONR-166,Shannon,Rarefied,NA
ONR-166,Faith PD,Rarefied,NA
ONR-167,Richness,Raw,10
ONR-167,Shannon,Raw,1.5646470717550445
ONR-167,Faith PD,Raw,2.541836627424466
ONR-167,Richness,Rarefied,9.99619369860405
ONR-167,Shannon,Rarefied,1.5338088864961064
ONR-167,Faith PD,Rarefied,2.541836627424466
ONR-168,Richness,Raw,11
ONR-168,Shannon,Raw,1.3917919106147845
ONR-168,Faith PD,Raw,2.8734596706943574
ONR-168,Richness,Rarefied,10.426266830729976
ONR-168,Shannon,Rarefied,1.4088523974927323
ONR-168,Faith PD,Rarefied,2.722908083315807
ONR-169,Richness,Raw,16
ONR-169,Shannon,Raw,1.03171272943547
ONR-169,Faith PD,Raw,3.5632865900566273
ONR-169,Richness,Rarefied,14.293758971250426
ONR-169,Shannon,Rarefied,1.0193436163341894
ONR-169,Faith PD,Rarefied,3.216081495808541
ONR-170,Richness,Raw,7
ONR-170,Shannon,Raw,1.270241073774085
ONR-170,Faith PD,Raw,1.8073303853481646
ONR-170,Richness,Rarefied,6.9981309771971425
ONR-170,Shannon,Rarefied,1.1955149576585846
ONR-170,Faith PD,Rarefied,1.8073303853481646
ONR-171,Richness,Raw,13
ONR-171,Shannon,Raw,1.4176360217466168
ONR-171,Faith PD,Raw,2.6784848595506388
ONR-171,Richness,Rarefied,12.999953753223437
ONR-171,Shannon,Rarefied,1.4742131244102754
ONR-171,Faith PD,Rarefied,2.6784848595506388
ONR-172,Richness,Raw,9
ONR-172,Shannon,Raw,1.4460854842140012
ONR-172,Faith PD,Raw,2.8691110255658194
ONR-172,Richness,Rarefied,8.99998833065892
ONR-172,Shannon,Rarefied,1.436906154234547
ONR-172,Faith PD,Rarefied,2.8691110255658194
ONR-173,Richness,Raw,11
ONR-173,Shannon,Raw,2.0072907741564685
ONR-173,Faith PD,Raw,4.361784628684124
ONR-173,Richness,Rarefied,10.466184085416687
ONR-173,Shannon,Rarefied,1.9919930069174552
ONR-173,Faith PD,Rarefied,4.361784628684124
ONR-174,Richness,Raw,2
ONR-174,Shannon,Raw,0.48471947250592207
ONR-174,Faith PD,Raw,0.9211217655365054
ONR-174,Richness,Rarefied,2
ONR-174,Shannon,Rarefied,0.47889113905134384
ONR-174,Faith PD,Rarefied,0.9211217655365054
ONR-175,Richness,Raw,0
ONR-175,Shannon,Raw,0
ONR-175,Faith PD,Raw,0
ONR-175,Richness,Rarefied,NA
ONR-175,Shannon,Rarefied,NA
ONR-175,Faith PD,Rarefied,NA
ONR-176,Richness,Raw,0
ONR-176,Shannon,Raw,0
ONR-176,Faith PD,Raw,0
ONR-176,Richness,Rarefied,NA
ONR-176,Shannon,Rarefied,NA
ONR-176,Faith PD,Rarefied,NA
ONR-177,Richness,Raw,0
ONR-177,Shannon,Raw,0
ONR-177,Faith PD,Raw,0
ONR-177,Richness,Rarefied,NA
ONR-177,Shannon,Rarefied,NA
ONR-177,Faith PD,Rarefied,NA
ONR-178,Richness,Raw,17
ONR-178,Shannon,Raw,0.9257466226871305
ONR-178,Faith PD,Raw,3.4198528377324564
ONR-178,Richness,Rarefied,14.856890404172642
ONR-178,Shannon,Rarefied,0.9333967803494232
ONR-178,Faith PD,Rarefied,3.4198528377324564
ONR-179,Richness,Raw,39
ONR-179,Shannon,Raw,2.0982858701420612
ONR-179,Faith PD,Raw,7.657875101543134
ONR-179,Richness,Rarefied,37.00654954108616
ONR-179,Shannon,Rarefied,2.073522898263276
ONR-179,Faith PD,Rarefied,7.121889530173493
ONR-180,Richness,Raw,46
ONR-180,Shannon,Raw,2.1667377099605547
ONR-180,Faith PD,Raw,7.752500949208308
ONR-180,Richness,Rarefied,35.55526333531303
ONR-180,Shannon,Rarefied,2.2081167407424926
ONR-180,Faith PD,Rarefied,7.2268725293876885
ONR-181,Richness,Raw,35
ONR-181,Shannon,Raw,2.0066003422559033
ONR-181,Faith PD,Raw,6.572763190708868
ONR-181,Richness,Rarefied,33.62362606579807
ONR-181,Shannon,Rarefied,1.9868017282651187
ONR-181,Faith PD,Rarefied,6.544175234766298
ONR-182,Richness,Raw,36
ONR-182,Shannon,Raw,1.6123653264647664
ONR-182,Faith PD,Raw,7.089315418014006
ONR-182,Richness,Rarefied,23.563293541209617
ONR-182,Shannon,Rarefied,1.5927854673937958
ONR-182,Faith PD,Rarefied,5.495147349197889
ONR-183,Richness,Raw,33
ONR-183,Shannon,Raw,1.45024118864459
ONR-183,Faith PD,Raw,7.806091337165624
ONR-183,Richness,Rarefied,25.995811909695043
ONR-183,Shannon,Rarefied,1.4313605224935415
ONR-183,Faith PD,Rarefied,5.67623745351665
ONR-184,Richness,Raw,37
ONR-184,Shannon,Raw,1.3507716064807722
ONR-184,Faith PD,Raw,7.484117499900041
ONR-184,Richness,Rarefied,29.76162678714146
ONR-184,Shannon,Rarefied,1.36163492476492
ONR-184,Faith PD,Rarefied,6.998685276077745
ONR-185,Richness,Raw,27
ONR-185,Shannon,Raw,0.9776100809540091
ONR-185,Faith PD,Raw,6.125941030867565
ONR-185,Richness,Rarefied,13.020676199122112
ONR-185,Shannon,Rarefied,0.9570873469607548
ONR-185,Faith PD,Rarefied,3.7753583774773443
ONR-186,Richness,Raw,36
ONR-186,Shannon,Raw,1.9530308561118728
ONR-186,Faith PD,Raw,7.593877381641344
ONR-186,Richness,Rarefied,27.743903299542406
ONR-186,Shannon,Rarefied,1.904952450425564
ONR-186,Faith PD,Rarefied,6.4987205321886865
ONR-187,Richness,Raw,23
ONR-187,Shannon,Raw,1.0946543120203027
ONR-187,Faith PD,Raw,5.5269974246361215
ONR-187,Richness,Rarefied,19.792030868808098
ONR-187,Shannon,Rarefied,1.0926586996707681
ONR-187,Faith PD,Rarefied,5.228473761660871
ONR-188,Richness,Raw,35
ONR-188,Shannon,Raw,1.6129859988215645
ONR-188,Faith PD,Raw,6.6412790278527964
ONR-188,Richness,Rarefied,29.092871329340017
ONR-188,Shannon,Rarefied,1.558269655849445
ONR-188,Faith PD,Rarefied,5.613466045179752
ONR-189,Richness,Raw,40
ONR-189,Shannon,Raw,1.8537582636078536
ONR-189,Faith PD,Raw,6.866503403592721
ONR-189,Richness,Rarefied,30.171331775561935
ONR-189,Shannon,Rarefied,1.87079882151997
ONR-189,Faith PD,Rarefied,5.788072279975116
POMMS-1,Richness,Raw,5
POMMS-1,Shannon,Raw,0.31080844155795034
POMMS-1,Faith PD,Raw,1.92912937916293
